Date,Open,High,Low,Close,Volume,Adj Close
2016-07-15,32.689999,33.400002,32.50,33.380001,7342300,33.380001
2016-07-14,30.709999,30.709999,29.870001,30.549999,6236300,30.549999
2016-07-13,26.58,27.049999,26.25,26.530001,2604500,26.530001
2016-07-12,28.43,28.700001,27.58,27.59,7089600,27.59
2016-07-11,29.00,30.25,26.75,27.700001,9737500,27.700001
2016-07-08,20.58,20.85,20.469999,20.73,761000,20.73
2016-07-07,18.639999,18.809999,18.35,18.809999,934700,18.809999
2016-07-06,17.709999,17.709999,17.450001,17.629999,94200,17.629999
2016-07-05,17.450001,17.690001,17.450001,17.50,26300,17.50
2016-07-01,17.700001,17.83,17.700001,17.75,18800,17.75
2016-06-30,17.790001,17.799999,17.559999,17.780001,31500,17.780001
2016-06-29,17.809999,17.809999,17.719999,17.780001,6300,17.780001
2016-06-28,17.16,17.16,16.92,17.129999,29700,17.129999
2016-06-27,16.950001,17.07,16.77,16.809999,65500,16.809999
2016-06-24,17.23,17.32,17.00,17.26,51200,17.26
2016-06-23,17.85,17.879999,17.75,17.83,24900,17.83
2016-06-22,17.84,17.84,17.700001,17.700001,47900,17.700001
2016-06-21,17.879999,18.10,17.879999,17.99,17200,17.99
2016-06-20,17.719999,18.00,17.719999,17.950001,24000,17.950001
2016-06-17,17.50,17.66,17.50,17.610001,57500,17.610001
2016-06-16,17.639999,17.67,17.43,17.67,68000,17.67
2016-06-15,17.799999,17.950001,17.75,17.780001,101300,17.780001
2016-06-14,17.99,17.99,17.799999,17.82,20700,17.82
2016-06-13,18.10,18.10,18.00,18.01,22600,18.01
2016-06-10,18.700001,18.709999,18.440001,18.50,24900,18.50
2016-06-09,18.76,19.00,18.76,18.950001,48900,18.950001
2016-06-08,19.059999,19.360001,18.860001,19.35,102900,19.35
2016-06-07,18.73,19.00,18.73,18.860001,14500,18.860001
2016-06-06,18.42,18.50,18.200001,18.459999,87800,18.459999
2016-06-03,18.10,18.17,18.01,18.139999,36900,18.139999
2016-06-02,17.950001,18.09,17.950001,18.059999,25900,18.059999
2016-06-01,18.190001,18.25,18.02,18.219999,40600,18.219999
2016-05-31,18.24,18.450001,18.24,18.34,89800,18.34
2016-05-27,17.809999,18.25,17.809999,18.00,15700,18.00
2016-05-26,18.299999,18.299999,18.040001,18.17,6000,18.17
2016-05-25,18.18,18.35,18.16,18.32,11900,18.32
2016-05-24,17.90,18.16,17.90,18.16,33400,18.16
2016-05-23,18.440001,18.440001,18.23,18.32,28200,18.32
2016-05-20,18.49,18.50,18.379999,18.50,13400,18.50
2016-05-19,18.610001,18.610001,18.35,18.42,15500,18.42
2016-05-18,18.129999,18.43,18.129999,18.35,20000,18.35
2016-05-17,18.280001,18.32,18.110001,18.17,17300,18.17
2016-05-16,17.92,18.059999,17.76,18.040001,46100,18.040001
2016-05-13,17.73,17.73,17.51,17.690001,9400,17.690001
2016-05-12,17.540001,17.799999,17.51,17.799999,18500,17.799999
2016-05-11,17.32,17.50,17.32,17.41,29800,17.41
2016-05-10,17.50,17.60,17.450001,17.58,31900,17.58
2016-05-09,17.440001,17.700001,17.440001,17.610001,25600,17.610001
2016-05-06,17.299999,17.50,17.200001,17.50,94900,17.50
2016-05-05,17.299999,17.389999,17.299999,17.35,57800,17.35
2016-05-04,17.40,17.450001,17.18,17.299999,113600,17.299999
2016-05-03,17.200001,17.51,17.200001,17.450001,439500,17.450001
2016-05-02,17.18,17.49,17.18,17.469999,117000,17.469999
2016-04-29,17.190001,17.190001,16.940001,17.059999,41700,17.059999
2016-04-28,17.360001,17.360001,17.07,17.10,98300,17.10
2016-04-27,18.17,18.290001,17.83,18.00,161100,18.00
2016-04-26,18.700001,18.879999,18.620001,18.719999,27200,18.719999
2016-04-25,19.16,19.16,18.85,18.889999,47600,18.889999
2016-04-22,19.459999,19.459999,19.34,19.40,41400,19.40
2016-04-21,19.84,19.84,19.58,19.690001,44200,19.690001
2016-04-20,19.68,19.969999,19.68,19.91,58800,19.91
2016-04-19,19.48,19.620001,19.48,19.59,14300,19.59
2016-04-18,19.040001,19.25,18.99,19.219999,24900,19.219999
2016-04-15,19.09,19.129999,18.940001,19.059999,13900,19.059999
2016-04-14,19.00,19.10,19.00,19.059999,33200,19.059999
2016-04-13,18.700001,18.889999,18.639999,18.74,93300,18.74
2016-04-12,18.629999,18.90,18.629999,18.90,41200,18.90
2016-04-11,18.43,18.43,18.15,18.290001,30900,18.290001
2016-04-08,17.98,18.530001,17.67,18.120001,45600,18.120001
2016-04-07,17.60,17.700001,17.469999,17.540001,21200,17.540001
2016-04-06,17.129999,17.15,16.90,17.139999,40600,17.139999
2016-04-05,16.85,16.969999,16.73,16.93,310600,16.93
2016-04-04,17.290001,17.379999,17.17,17.190001,133600,17.190001
2016-04-01,17.360001,17.50,17.17,17.32,87400,17.32
2016-03-31,18.00,18.00,17.75,17.75,35500,17.75
2016-03-30,18.290001,18.34,18.07,18.16,172000,18.16
2016-03-29,18.559999,18.90,18.309999,18.889999,83400,18.889999
2016-03-28,18.639999,18.90,18.549999,18.66,25100,18.66
2016-03-24,18.18,18.65,18.18,18.65,22700,18.65
2016-03-23,18.26,18.26,18.07,18.120001,35200,18.120001
2016-03-22,18.120001,18.620001,18.120001,18.35,120000,18.35
2016-03-21,17.299999,17.440001,17.299999,17.34,237600,17.34
2016-03-18,17.309999,17.450001,17.129999,17.42,280000,17.42
2016-03-17,17.00,17.60,17.00,17.469999,286600,17.469999
2016-03-16,17.440001,17.559999,17.379999,17.49,27700,17.49
2016-03-15,17.48,17.48,17.34,17.40,5800,17.40
2016-03-14,17.639999,17.639999,17.389999,17.49,7100,17.49
2016-03-11,17.889999,17.889999,17.77,17.870001,14200,17.870001
2016-03-10,17.67,17.83,17.42,17.57,12600,17.57
2016-03-09,17.450001,17.530001,17.370001,17.530001,11000,17.530001
2016-03-08,17.52,17.530001,17.370001,17.389999,14600,17.389999
2016-03-07,17.370001,17.379999,17.059999,17.280001,29000,17.280001
2016-03-04,18.40,18.40,18.18,18.200001,16500,18.200001
2016-03-03,17.90,18.07,17.90,18.07,29500,18.07
2016-03-02,17.32,17.52,17.32,17.52,21800,17.52
2016-03-01,17.200001,17.32,17.15,17.299999,28800,17.299999
2016-02-29,16.879999,17.50,16.879999,17.389999,16400,17.389999
2016-02-26,16.75,16.799999,16.379999,16.68,155700,16.68
2016-02-25,18.030001,18.049999,17.83,18.049999,62500,18.049999
2016-02-24,17.85,18.01,17.60,18.01,47400,18.01
2016-02-23,18.26,18.26,18.00,18.040001,87800,18.040001
2016-02-22,18.10,18.389999,18.10,18.389999,306300,18.389999
2016-02-19,17.77,17.77,17.549999,17.690001,182600,17.690001
2016-02-18,18.049999,18.360001,17.85,17.860001,52400,17.860001
2016-02-17,17.299999,17.379999,17.27,17.35,61900,17.35
2016-02-16,17.33,17.40,17.200001,17.27,41800,17.27
2016-02-12,16.120001,16.49,16.059999,16.49,106700,16.49
2016-02-11,16.559999,16.629999,16.34,16.60,157000,16.60
2016-02-10,17.02,17.02,16.74,16.74,253800,16.74
2016-02-09,17.049999,17.200001,17.00,17.200001,72100,17.200001
2016-02-08,18.43,18.43,17.83,18.09,127800,18.09
2016-02-05,18.15,18.15,17.85,17.860001,54100,17.860001
2016-02-04,18.00,18.219999,17.959999,18.110001,147700,18.110001
2016-02-03,17.75,17.84,17.440001,17.65,152700,17.65
2016-02-02,17.84,18.799999,17.77,18.32,263200,18.32
2016-02-01,17.75,17.809999,17.610001,17.799999,65500,17.799999
2016-01-29,17.35,17.58,17.15,17.57,143900,17.57
2016-01-28,16.65,16.65,16.389999,16.469999,58100,16.469999
2016-01-27,16.51,16.74,16.469999,16.559999,95100,16.559999
2016-01-26,16.889999,17.040001,16.85,16.99,76300,16.99
2016-01-25,16.91,16.91,16.50,16.58,87100,16.58
2016-01-22,17.030001,17.040001,16.76,17.040001,164700,17.040001
2016-01-21,15.89,16.10,15.76,16.059999,160300,16.059999
2016-01-20,15.92,15.98,15.61,15.81,124600,15.81
2016-01-19,17.10,17.209999,16.860001,17.02,41200,17.02
2016-01-15,15.57,15.62,15.41,15.53,50900,15.53
2016-01-14,15.78,15.87,15.63,15.86,21000,15.86
